sentence_id,sentence_text,label
35610,We got the Club Room with City views at a reasonable price.,0
50093,Don't attempt the mini bar unless you want to pay through the nose and I would also recommend eating outside of the hotel as our one sandwich with crisps cost over $20.,1
51502,All UK plugs throughout Singapore.,0
17275,I book the Orchard Suite with City View in Mid. June at Agoda.com for my son's Birthday.,0
44427,The accommodation is just sensational.,0
63412,"Recommend upgrading to a club room and making use of the club lounge for breakfast, afternoon tea and pre dinner drinks.",1
57640,"On the whole though, MBS is a great place to stay and would most definitely like to stay again.",0
14031,"2,500 rooms.",0
12814,The reason I keep on coming back is for the sake of the view and the infinity pool.,0
6035,If I were to return to Singapore I would definitely stay here again.,0
56823,Access to the mall is very good.,0
67876,Marina Sands also has a theatre and Cats was playing but we did not get around to watching that.,0
5802,Worth staying just to use the infinity pool!!!,0
11700,We started with a 10 day cruise from HongKong to Singapore and in the end it cost more for 5 days at Marina Bay than the rest of the trip combined ...,0
34832,"Not cheap, but a must do - suggest 2 nights minimum to cover all aspects.",1
47767,"Food is excellent ,plus friendliness of staff .Everyone was so helpful and I fully recommend their Sunday buffet lunch .",1
41210,Try rooms over 20th floor with a view to the city.,1
31307,Beds and rooms also confortables!!!,0
67741,"If you are lucky enough to go to Singapore, the cherry on top would be to stay in this jewel of the hospitality industry and bathe on one of the most magnificent infinity pools on the 58th floor.",0
47682,"She asked if we would walk her to the gate entrance to the pool, use our key and let her out of the pool.",0
15732,"I would say expect the best for everything, the bed, the food, the sound proofing, the bath etc.",0
31266,We got lounges by the pool side and in we went.,0
68530,"Waiting tome for check in and check out were long, even if you stay in club room or suite.",0
21522,The mall attached to the hotel is massive but generally empty-ish.,1
32626,Receptionist Service : 80%   MBS became tourist attraction and felt like im doing a favor while checking in     MBS Skypook : Limited to # of person per room,1
53888,"This massive hotel is one of those    ""bucket list   "" destinations - stay there, even if only to tick it off your list.",0
36077,"Shoppes by the bay (the adjoining shipping mall) offer a similar mark up so if you were restricted  to the immediate vicinity,  you could spend a small fortune.",1
48987,"Our twin room had 2 large comfortable double beds, desk, plenty of wardrobe and luggage space, tv and a floor to ceiling window looking on to the Marina.",0
43484,Check in was fairly slow and took us about 15 minutes.,0
40977,"We were hoping for something different, some hotels would present a simple cake for couples celebrating their special occasion.",1
4009,I just wish they had a way to speed up the process so that guests didnt have to queue for 30minutes.,1
69864,"Nevertheless, all in all I would recommend everybody who comes to Singapore to stay in this nice Hotel.",0
68778,When we got there the only place to get changed was in the toilets.,0
10952,Lots of places to choose to eat at including the breakfast buffets in the morning.,0
48428,"We also went to one of their roof top fine dining restaurants, again, 10/10!",0
38994,"The hotel is 5 start and an amazing experience if you can affort it, specially the eternity pool and views of the Marina sands area and the gardens by the bay.",0
29515,Every evening in this hotel Anna who was one of the evening hosts would stop by and ask us what we had done that day.,0
20075,The food was simply perfect and was so plentiful it meant that the two days we were there we didn 't need to eat anywhere else.,0
46444,Reservation rules should be put in place to allow for fairness.,1
33615,"Food is quite expensive in the mall and hotel, but go to the Sweet Spot for breakfast and lunch.",1
54865,One of the best hotels I have ever seen.,0
26717,The staff are very friendly and accommodating.,0
26333,"I 'm not sure if you would call the pool area  u201crelaxing, u201d",0
41502,The food for in room service are also good.,0
14331,The reason I gave this title was because these big flash iconic hotels leave me cold.,0
64552,My husband and I truely enjoyed our stay here and would recommend to anyone to stay a few nights here!,0
24053,Room service staff were always prompt and very friendly and the housekeeping staff would always leave some cute little friends made out of towels/face cloths :),0
38650,"The bed was very comfortable, the room was very spacious and seem to have everything in it to accommodate your needs.",0
24008,"Other than that, the corridors downstairs to the metro and shops I found really confusing and with poor signage.",1
56624,"We arrived around noon and our room wasn't ready, but we could leave our bags at the reception desk and get to the pool.",0
2996,"Otherwise, it would be packed with guests 24/7, which would spoil the special experience.",0
60195,Would stay again next year if possible !!,0
64668,do go upto the pool if ur staying in there as swimmimg over singapore would make u feel larger than life.,1
2798,"With three rooms to manage, I ended memorising the booking reservation codes for all three rooms because you need to key them in for every little booking or tweaks you want to make.",1
64312,We arrived at 5pm on Thursday and thought it was going to be busy,0
4661,We would never dream of experiencing such an amazing stay because of him !,0
48165,Hotel structure is the main attration its was truly awesome.i m stay for one day in this hotel.infinity pool at top of marina bay sands is such a amazing blow everyones mind.great hotel staff.rooms are preety good.all the things in room in a new condition.morning breakfast is good.if u are visit singapore than u should visit marina bay sands one time.totally worth the price.have a nice journey ahead..thanks,0
46540,All the rooms I saw had a great view.,0
67380,"I always found a free spot at the pool, did not have to wait long at check-in nor at check-out and we always got seated at breakfast in less than five minutes.",0
3319,We brought bicycles and we could keep them safely in the storage room right outside of tower 3.,0
37668,I wouldn't particularly recommend the room upgrade either.,1
13667,"Checking in was long, but I could not blame them because my reservations were complicated.",0
27385,Pool  cleaning time is staggered by 30 mins starting at 3:30pm.,0
27357,"There is no shuttle to the airport, but even ealry in the morning it should be okay to find a taxi.",0
30609,You can try their express check out to save time from queuing.,1
63011,"The bad bits.....    Should have been made aware of the renovation going on, but I would have still come.",0
47812,"For being voted as one of the best hotels in the world, we were somewhat disappointed with the room.",0
41990,Many breakfast options although Rise remains to be the best.,0
29805,"When I inquired about this I was told to line up at the check in counter as from 11:00 am, if there is a room available you will be directed to that room which we did, we were in the room at 11:15 with our luggage a couple of minutes behind us.",0
33931,We got an upgrade to the 31st floor and got our room early upon arriving.,0
40543,This should have been better managed so we could have prepared in advance and left the room!,1
30651,Worth visit and spend here.,0
47404,The sky bar has great photo op and best time is around 630pm when dusk comes.,1
66564,The first night I wanted a quick drink and to check email before I met a colleague but could not find space to put a laptop down.,0
55143,"The day spa is fantastic, massages are world class.",0
10519,Absolutely massive and for that reason I would say it feels like more of a business hotel that anything else.,0
65382,"but that's what it was built for i suppose :)    overall a great experience, it is totally worth the money.",0
13057,We highly recommend the hotel and we really appreciated the services provided by the friendly staff.,0
51601,With shopping & dining galore it's practically a one stop paradise.,0
45013,My husband and I spent one night (and only one!!!,0
54213,We had a large room on 38th floor with a great view of Singapore skyline and across    Would definitely stay again,0
46667,It was so nice to just swim to the edge and look over this wonderful city.,0
36987,I would say it is more for young children than adults .,1
33644,"We have received higher floor room but with Gardens by bay view, which was still amazing, and it had small balcony.",0
11457,"but it was never crazy busy, and we could always get a lounge chair.",0
60110,we could see the Garden by the bay absolutely breath taking view especially at the night time.,0
21854,A big thank you to James!!,0
60337,And it should all be great,0
67253,"We originally were told a meal could be prepared for our son that would be free of his allergens, only to be called back 30 minutes later stating this was not possible after all.",0
40145,before coming to MBS I read most of the reviews good and bad but I must say once I got there I could see for myself it is the best place to stay in Singapore yes check in can be a little challenging,0
39931,"I recommend a city view, but the seaview rooms have balconies, which is a plus.",0
56601,The room has good seaview.,0
15380,"We spent the bulk of the day poolside on the 57th floor, this was a memorable experience, the pool glass-walled infinity pool is indescribable so I won 't even try.",0
52271,The room was very very spacious.,0
9173,Casino for everyone who want to try his luck...  Very kind stuff at the reception and very easy and quick access to gardens by the bay...,0
49538,"Only hotel guests are allowed to access the pool, which is a wonderful thing as I'm sure everyone would be there otherwise!",0
14011,"All in all it was a wonderful stay, but very expensive for what it was.",1
19852,No tipping required service charge and government tax are added.,0
20010,Would love to go back.,0
51400,My only small wish is that they would leave a little space in the mini bar to put some fresh milk but that's a minor issue in an otherwise wonderful resort with everything from simple Dim Sum restaurants to celebrity chef restaurants.,1
24668,At night the sky park was lit up and views were wonderful.,0
29035,Our check in was fast and after  10 minutes we were in our room.,0
39368,The experience of my stay was one of the best I will totally go there again.,0
8078,"Everyone knows about the pool on top, and it certainly doesn't disappoint, but there's a lot more to this property and our stay there really put the finishing touch on a perfect honeymoon.",0
56328,"I would stay here again, although it was expensive, the facilities in the hotel make it worth it.",0
23891,Thank you James for giving us an opportunity to enjoy the pool with my family and kids..,0
24056,"The room we had was amazing, I recommend to ask for a room with a city view on a high floor.",1
52673,more cities should emulate such a convention zone..,0
38093,This we had a light dinner included.,0
49895,"And i think the beer prices must have gone up ,",0
31051,"Make sure you leave time to explore - there are cool things everywhere like the mirrors on the outside that move with the wind, or the fountain that looks like a big    ""water pinball   "" wall near the pick up zone outside tower 3.",1
10693,"The swimming pool has one of the best views in the world but unfortunately it gets very crowed and in turn it looses the ambiance, hence why we have never wanted to swim in the pool.",1
14898,"The New Year 's eve party at Lavo was a bit chaotic at first (rather go watch the fireworks at the pool) but after midnight it got so much better, we had lots of fun!",1
22291,Thank you for day 1 perfection.,0
50951,Yes location is centralised with many food places can be found not too far distance from the location of hotel.,0
50538,"The swimming pool on the roof is amazing, better go there EARLY in the Morning.",1
69741,The breakfast is very good with a huge spread.,0
12043,"Rooms are reasonably clean, blandly dressed and not in brand new condition with reasonable wear and tear, the design layout is impractical in part (bathroom and toilet lights are located next to door, toilet and shower should have been reversed)",0
5175,This place isn 't cheap - about  u00a3500 per night GBP for a family suite - but it was well worth it and definitely one that you must do at least once (hopefully more) in a lifetime.,0
57520,We had 3 people in one room and the third had a foldout bed which was a little disapointing but was still comfee,0
47766,As is the pool.,0
4370,I would like to compliment your entire staff for being so professional.,0
54171,The huge window-wall - gives you amazing view at night.,0
55869,"The pool is spectacular, with a wonderful view and it was big enough to cater for the crowd.",0
50445,We had buffett breakfast downstairs with everything you would expect drinks in the main bar.,0
48569,That view!!,0
26453,"I sensed that some of the guests up on the top had a real sense of self importance... an    ""I'm richer and better than you   "" kind of attitude.",0
15747,What I didn 't expect was the level of service at such a huge hotel.,0
9376,Could watch the light show from it.,0
6964,To be fair they were giving out bottles of water to those waiting in the long lines to check in and check out if you are coming by car I recommend you use the valet parking because if not you have to walk for miles!!,1
16030,"The staff are really thoughtful and very accommodating, the rooms are really spacious and luxurious and the surrounding view is so lovely.",0
69140,One of the finest building in Singapore which has lots of great clubs to visit.,0
47286,"Breakfast, Afternoon Tea and Cocktails are available during certain times of the day in Club 55 and all apart of the Club Room rate.",0
5955,Our room overlooking bay gardens by the bay pull the curtains back you get a memorable view   Room bathroom large and kept spotless   Bed very comfortable clean linen and lots soft towel,0
11668,"Spending 7 days in the Maldives I didn't think our trip could be topped , as we arrived late into Singapore (there were 9 of us)",0
40153,One side looks across the harbour with its floating football pitch; the other side looks across the gardens and skywalk.,0
43493,Bayfront MRT is also close to the hotel.,0
61433,The water quality was quite poor on the day I visited (Summer weekdays).,1
5540,These gardens have a light show nightly we could watch perfectly from the balcony of our room.,0
38236,It is an amazing hotel great experience.,0
55573,Got out of hand before the staff could realise.,0
43388,You need to experience this hotel at least once in your life and I did it.,1
33324,"I don't know, as we would happily have paid more to get what we thought we were getting.",0
24791,We could see the light show from our room if we wanted to.,0
55535,We could see the laser show on the river at night right from the comfort of our hotel room.,0
57121,"I liked it, but would stay at a smaller hotel next time around.",0
33251,"Would we stay again, I think we would.",0
7607,"Oh, and by the way",0
25025,Mostly you have to wait for ten to twenty minutes during the morning but the staff is very efficient and once you are seated you only have to enjoy a great breakfast.,1
50122,"Rooms are as usual all well maintained and very clean, sheets beds all up to top standard you would expect.",0
43124,I didn't try any fine dining because I just wanted simple tasty local food.,0
40551,"Although initially sceptical due to some average reviews and the sheer size of the complex, I ended up very pleased with my stay at the MBS and would come here again when in Singapore.",0
37536,"breakfast was fantastic, expensive, but worth it, so make sure u are hungry is my bit of advice, kept us going the whole day!",1
22197,No express check out like most hotels in Europe.,0
44478,Love the location.,0
14792,"There are all these theories about the best time to go to the pool,  ie between the hours of check out and check-in and other wives tales.",1
17046,The hotel and complex is excellent and it 's very true that you get what you pay for.,0
30714,There are less people and you 'll get to enjoy the view of the iconic buildings.,0
62510,"Can enjoy water show in the evening, casino and shopping inside the hotel.",0
47907,This will be my pick again should I come back to Singapore.,0
45199,"the room was very nice with a vew on the gardens, consider to choose this rather than marina view,which can be experienced from other places as well.",1
22289,"Service was invented in this city and it should be mandatory for any American Hotel management training to spend some time here understanding the art of service, that isn't tip driven.",0
62667,"Staff were always polite, smiling and helpful.",0
50074,There are two options either garden view or city view.,0
37521,This place has over 2300 rooms and in the downstairs lobby you feel like an ant,0
11501,Lots of caf u00e9 and bar choices.,0
16669,I could easily have doubled that if I could have afforded it.,0
