sentence_id,sentence_text,label,annotator
26453,"I sensed that some of the guests up on the top had a real sense of self importance... an    ""I'm richer and better than you   "" kind of attitude.",0,chase
30651,Worth visit and spend here.,0,chase
30609,You can try their express check out to save time from queuing.,1,chase
17995,If your over due for some pampering and relaxation I highly recommend this property..,0,chase
48165,Hotel structure is the main attration its was truly awesome.i m stay for one day in this hotel.infinity pool at top of marina bay sands is such a amazing blow everyones mind.great hotel staff.rooms are preety good.all the things in room in a new condition.morning breakfast is good.if u are visit singapore than u should visit marina bay sands one time.totally worth the price.have a nice journey ahead..thanks,0,chase
204,This could be a long overdue review since we stayed at Marina Bay Sands Singapore last 31st of July which was our most awaited honeymoon destination.,0,chase
29653,"I would like to give it four and a half stars, but this rating does not exist.",0,chase
5175,This place isn 't cheap - about  u00a3500 per night GBP for a family suite - but it was well worth it and definitely one that you must do at least once (hopefully more) in a lifetime.,0,chase
36987,I would say it is more for young children than adults .,1,chase
58720,Nice view of Garden Garden By The Bay from the balcony.,0,chase
55932,I would seriously recommend staying here a east once in your life time and feeling like kings and queens!,0,chase
63011,"The bad bits.....    Should have been made aware of the renovation going on, but I would have still come.",0,chase
59115,"I recommend the experience because of the pool, it is worth for at least one night, but if you want a warmer reception, Marina Bay Sands is not the best place.",0,chase
50951,Yes location is centralised with many food places can be found not too far distance from the location of hotel.,0,chase
6964,To be fair they were giving out bottles of water to those waiting in the long lines to check in and check out if you are coming by car I recommend you use the valet parking because if not you have to walk for miles!!,1,chase
57586,"You could come to Singapore and never leave Marina Bay and have an amazing experience, which I guess is the whole point.",0,chase
20638,We will be back to stay in this hotel again.,0,chase
11700,We started with a 10 day cruise from HongKong to Singapore and in the end it cost more for 5 days at Marina Bay than the rest of the trip combined ...,0,chase
23040,Would definitely recommend doing this - you'd be gutted if you paid the money and ended up being at the bottom of the hotel!,1,chase
2996,"Otherwise, it would be packed with guests 24/7, which would spoil the special experience.",0,chase
58796,"The section of pool nearest to tower 3 is adult only, but some kids who don't understand this do get in, but the staff try to react to this.",0,chase
63738,We enjoyed the perks of the no entry fee when visiting SkyPark.,0,chase
27385,Pool  cleaning time is staggered by 30 mins starting at 3:30pm.,0,chase
40238,One should be lucky to get space in the lift to get down to the lobby before 15 minutes.,0,chase
45577,Good viewing spots for both sides of the hotel.,0,chase
57836,I would recommend this to anyone travelling to Singapore - but would recommend you consider limiting your stay to one day and night - and bask in the full rooftop experience.,1,chase
12082,Each one of them was very friendly and would do anything you asked them.,0,chase
41169,Not to bad for prices really normal city prices what you would expect to pay but especially cheap for the view you get and for how stunning the hotel is .,0,chase
5955,Our room overlooking bay gardens by the bay pull the curtains back you get a memorable view   Room bathroom large and kept spotless   Bed very comfortable clean linen and lots soft towel,0,chase
40543,This should have been better managed so we could have prepared in advance and left the room!,1,chase
38994,"The hotel is 5 start and an amazing experience if you can affort it, specially the eternity pool and views of the Marina sands area and the gardens by the bay.",0,chase
3295,The bed was comfy and the bathroom had very nice amenities!,0,chase
68778,When we got there the only place to get changed was in the toilets.,0,chase
9846,The tree show and the water show was out of this world i highly recommend.. the all you can eat buffet was also well worth the money 5* and more,1,chase
